,id,title,author,genre,language,publicationYear,publisher,description,pageCount,tags,rating_average,most_popular_country,bestseller_status,awards,age_category,adapted_to_movie,movie_release_year,isbn
116,119,Big Little Lies,Liane Moriarty,Mystery/Thriller,English,2014,Putnam,A murder investigation reveals the secrets of three women in a beachfront community.,460,"secrets,marriage,australia",4.28,Australia,True,,Adult,True,2017.0,978-0399167065
117,120,Sharp Objects,Gillian Flynn,Mystery/Thriller,English,2006,Shaye Areheart,A reporter returns to her hometown to cover a series of murders and confronts her own past.,254,"mystery,dark,crime,family",4.0,USA,True,,Adult,True,2018.0,978-0307341556
118,121,The Woman in the Window,A.J. Finn,Mystery/Thriller,English,2018,William Morrow,An agoraphobic woman witnesses a crime in her neighbor's house.,427,"mystery,suspense,crime",3.95,USA,True,,Adult,True,2021.0,978-0062678416
119,122,Steve Jobs,Walter Isaacson,Non-Fiction,English,2011,Simon & Schuster,The exclusive biography of the creative entrepreneur who revolutionized technology.,656,"tech,biography,apple,business",4.15,USA,True,,Adult,True,2015.0,978-1451648539
120,123,Educated,Tara Westover,Non-Fiction,English,2018,Random House,A woman grows up in a survivalist family in Idaho and eventually escapes to get an education.,334,"memoir,family,education",4.47,USA,True,Goodreads Choice Award,Adult,False,,978-0399590504
121,124,Becoming,Michelle Obama,Non-Fiction,English,2018,Crown,The memoir of the former First Lady of the United States.,426,"politics,memoir,women",4.49,USA,True,Grammy Award,Adult,True,2020.0,978-1524763138
122,125,Born a Crime,Trevor Noah,Non-Fiction,English,2016,Spiegel & Grau,Stories of growing up in South Africa during and after apartheid.,289,"humor,africa,memoir",4.49,South Africa,True,Thurber Prize,Adult,False,,978-0399588174
123,126,Quiet: The Power of Introverts,Susan Cain,Non-Fiction,English,2012,Crown,An examination of how society undervalues introverts and the power they hold.,352,"psychology,business,self-help",4.07,USA,True,Goodreads Choice Award,Adult,False,,978-0307352156
124,127,Atomic Habits,James Clear,Non-Fiction,English,2018,Avery,A guide to building good habits and breaking bad ones through small changes.,319,"psychology,growth,productivity",4.35,USA,True,,Adult,False,,978-0735211292
125,128,"Thinking, Fast and Slow",Daniel Kahneman,Non-Fiction,English,2011,"Farrar, Straus and Giroux",A breakdown of the two systems that drive the way we think.,499,"science,psychology,economics",4.18,Israel,True,National Academy of Sciences Best Book,Adult,False,,978-0374275631
126,129,Sapiens: A Brief History of Humankind,Yuval Noah Harari,Non-Fiction,English,2011,Harvill Secker,A survey of the history of humankind from the Stone Age to the twenty-first century.,443,"history,anthropology,science",4.36,Israel,True,Wenjin Book Award,Adult,False,,978-0062316097
127,130,Outliers: The Story of Success,Malcolm Gladwell,Non-Fiction,English,2008,"Little, Brown",An investigation into the factors that contribute to high levels of success.,309,"sociology,success,psychology",4.18,Canada,True,,Adult,False,,978-0316017930
128,131,The Immortal Life of Henrietta Lacks,Rebecca Skloot,Non-Fiction,English,2010,Crown,The story of a woman whose cells were harvested without her consent and changed science.,369,"science,history,medicine",4.07,USA,True,National Academies Communication Award,Adult,True,2017.0,978-1400052189
129,132,Into Thin Air,Jon Krakauer,Non-Fiction,English,1997,Villard,A personal account of the 1996 Mount Everest disaster.,332,"adventure,mountain,tragedy",4.19,USA,True,,Adult,True,1997.0,978-0385494786
130,133,Wild,Cheryl Strayed,Non-Fiction,English,2012,Knopf,A woman hikes the Pacific Crest Trail alone to recover from personal tragedy.,315,"travel,nature,memoir",4.01,USA,True,,Adult,True,2014.0,978-0307592736
131,134,"Eat, Pray, Love",Elizabeth Gilbert,Non-Fiction,English,2006,Viking,"A woman travels to Italy, India, and Indonesia to find balance in her life.",334,"travel,romance,food",3.6,USA,True,,Adult,True,2010.0,978-0143038412
132,135,The Glass Castle,Jeannette Walls,Non-Fiction,English,2005,Scribner,A memoir about growing up in a poverty-stricken and unconventional family.,288,"family,poverty,memoir",4.28,USA,True,Christopher Award,Adult,True,2017.0,978-0743247542
133,136,Good Omens,Terry Pratchett & Neil Gaiman,Fantasy,English,1990,Gollancz,An angel and a demon join forces to stop the coming Apocalypse.,412,"humor,magic,satire",4.24,UK,True,,Adult,True,2019.0,978-0060853983
134,137,The Color of Magic,Terry Pratchett,Fantasy,English,1983,Colin Smythe,"The first novel in the Discworld series, following the inept wizard Rincewind.",206,"humor,magic,discworld",3.99,UK,True,,Adult,True,2008.0,978-0062225672
135,138,Americanah,Chimamanda Ngozi Adichie,Romance,English,2013,Knopf,A young Nigerian woman emigrates to the United States for university.,588,"race,africa,immigration",4.3,Nigeria,True,National Book Critics Circle Award,Adult,True,,978-0307271082
136,139,Pachinko,Min Jin Lee,Historical Fiction,English,2017,Grand Central,A saga about four generations of a Korean immigrant family in Japan.,490,"history,japan,korea,family",4.31,USA,True,National Book Award Finalist,Adult,True,2022.0,978-1455563937
137,140,Homegoing,Yaa Gyasi,Historical Fiction,English,2016,Knopf,The parallel paths of two half-sisters and their descendants from Ghana to the US.,300,"history,slavery,africa,family",4.48,Ghana,True,John Leonard Prize,Adult,False,,978-1101947135
138,141,Station Eleven,Emily St. John Mandel,Sci-Fi,English,2014,Knopf,A traveling symphony performs Shakespeare in a post-apocalyptic world.,333,"dystopia,pandemic,art",4.04,Canada,True,Arthur C. Clarke Award,Adult,True,2021.0,978-0385353304
139,142,Circe,Madeline Miller,Fantasy,English,2018,"Little, Brown","A retelling of the Greek myth of Circe, the daughter of Helios.",393,"mythology,magic,feminism",4.24,USA,True,Goodreads Choice Award,Adult,False,,978-0316556347
140,143,The Song of Achilles,Madeline Miller,Historical Fiction,English,2011,Ecco,A retelling of the Trojan War focusing on the relationship between Achilles and Patroclus.,378,"mythology,romance,war",4.42,USA,True,Orange Prize,Adult,False,,978-0062060624
141,144,Normal People,Sally Rooney,Romance,English,2018,Faber & Faber,The complex relationship between two teenagers from different social classes in Ireland.,273,"love,ireland,coming-of-age",3.81,Ireland,True,British Book Award,Adult,True,2020.0,978-1984822178
142,145,Conversations with Friends,Sally Rooney,Art/Literature,English,2017,Faber & Faber,Two college students form an unexpected connection with a married couple.,304,"love,relationships,ireland",3.48,Ireland,True,,Adult,True,2022.0,978-0571333127
143,146,Eleanor Oliphant Is Completely Fine,Gail Honeyman,Art/Literature,English,2017,HarperCollins,A socially awkward woman learns to open her heart and heal old wounds.,336,"loneliness,mental health,humor",4.25,UK,True,Costa Book Award,Adult,False,,978-0735220683
144,147,A Man Called Ove,Fredrik Backman,Art/Literature,English,2012,Forum,A grumpy old man plans to end his life but is interrupted by his new neighbors.,337,"humor,sweden,heartwarming",4.37,Sweden,True,,Adult,True,2015.0,978-1476738024
145,148,Beartown,Fredrik Backman,Art/Literature,English,2016,Pir,"A junior hockey team carries the hopes of a small, declining town.",418,"sports,community,tragedy",4.32,Sweden,True,Goodreads Choice Award Finalist,Adult,True,2020.0,978-1501160769
146,149,Dark Matter,Blake Crouch,Sci-Fi,English,2016,Crown,A physics professor is kidnapped and wakes up in a world where he is a celebrated genius.,342,"multiverse,thriller,science",4.11,USA,True,,Adult,True,2024.0,978-1101904220
147,150,Project Hail Mary,Andy Weir,Sci-Fi,English,2021,Ballantine Books,A lone astronaut wakes up on a spaceship with no memory and a mission to save Earth.,476,"space,science,aliens,survival",4.51,USA,True,Dragon Award,Adult,True,2025.0,978-0593135204
148,151,And Then There Were None,Agatha Christie,Mystery/Thriller,English,1939,Collins Crime Club,"Ten strangers are invited to an island by a mysterious host, and one by one, they start dying.",264,"crime,island,suspense,classic",4.26,UK,True,,Adult,True,1945.0,978-0062073488
149,152,The Big Sleep,Raymond Chandler,Mystery/Thriller,English,1939,Knopf,Private investigator Philip Marlowe is hired by a wealthy general to stop a blackmailer.,231,"noir,detective,los angeles",4.0,USA,True,,Adult,True,1946.0,978-0394758282
150,153,The Maltese Falcon,Dashiell Hammett,Mystery/Thriller,English,1930,Knopf,Detective Sam Spade gets caught in a hunt for a priceless statuette.,217,"noir,detective,mystery",3.94,USA,True,,Adult,True,1941.0,978-0679722649
151,154,V for Vendetta,Alan Moore,Graphic Novels/Manga,English,1982,Vertigo,An anarchist freedom fighter challenges a fascist regime in a dystopian United Kingdom.,296,"dystopia,anarchy,politics",4.25,UK,True,Prometheus Hall of Fame,Adult,True,2005.0,978-1401208417
152,155,Watchmen,Alan Moore,Graphic Novels/Manga,English,1986,DC Comics,A group of retired superheroes investigate the murder of one of their own.,416,"superheroes,cold war,noir",4.36,USA,True,Hugo Award,Adult,True,2009.0,978-0930289232
153,156,Maus,Art Spiegelman,Graphic Novels/Manga,English,1980,Pantheon,"A Jewish survivor of the Holocaust tells his story to his son, depicted with animals.",296,"history,holocaust,memoir",4.56,USA,True,Pulitzer Prize,Adult,False,,978-0679406419
154,157,Persepolis,Marjane Satrapi,Non-Fiction,English,2000,L'Association,A young girl's coming-of-age story during the Iranian Revolution.,341,"iran,history,graphic novel",4.25,France,True,,Adult,True,2007.0,978-0375714573
155,158,Man's Search for Meaning,Viktor E. Frankl,Non-Fiction,English,1946,Verlag für Jugend und Volk,A psychiatrist recounts his life in Nazi death camps and his spiritual lessons for survival.,165,"holocaust,philosophy,psychology",4.36,Austria,True,,Adult,False,,978-0807014295
156,159,Thinking in Systems,Donella H. Meadows,Non-Fiction,English,2008,Chelsea Green,An introduction to systems thinking and how to solve complex problems.,240,"science,management,philosophy",4.2,USA,False,,Adult,False,,978-1603580557
157,160,Zero to One,Peter Thiel,Non-Fiction,English,2014,Crown Business,"Notes on startups, or how to build the future.",195,"business,startup,tech",4.17,USA,True,,Adult,False,,978-0804139298
158,161,The Lean Startup,Eric Ries,Non-Fiction,English,2011,Crown Business,How today's entrepreneurs use continuous innovation to create radically successful businesses.,336,"business,management,tech",4.1,USA,True,,Adult,False,,978-0307887817
159,162,Grit: The Power of Passion and Perseverance,Angela Duckworth,Non-Fiction,English,2016,Scribner,A psychologist argues that the secret to outstanding achievement is not talent but grit.,333,"success,psychology,self-help",4.08,USA,True,,Adult,False,,978-1501111105
160,163,Mindset: The New Psychology of Success,Carol S. Dweck,Non-Fiction,English,2006,Random House,The differences between a fixed mindset and a growth mindset.,320,"psychology,growth,education",4.08,USA,True,,Adult,False,,978-0345472328
161,164,Flow: The Psychology of Optimal Experience,Mihaly Csikszentmihalyi,Non-Fiction,English,1990,Harper & Row,Investigations into the optimal state of being where we feel our best and perform our best.,303,"psychology,happiness,science",4.11,USA,True,,Adult,False,,978-0061339202
162,165,The Prophet,Kahlil Gibran,Art/Literature,English,1923,Knopf,"A collection of poetic essays on love, marriage, children, and other topics.",127,"philosophy,spirituality,classic",4.24,Lebanon,True,,Adult,True,2014.0,978-0394404288
163,166,Siddhartha,Hermann Hesse,Non-Fiction,English,1922,New Directions,A man's spiritual journey of self-discovery during the time of the Buddha.,152,"buddhism,india,classic",4.05,Germany,True,Nobel Prize,Adult,True,1972.0,978-0553208849
164,167,Steppenwolf,Hermann Hesse,Non-Fiction,English,1927,S. Fischer Verlag,A middle-aged intellectual struggles with his dual nature of human and wolf.,237,"psychology,classic,loneliness",3.95,Germany,True,Nobel Prize,Adult,True,1974.0,978-0312278670
165,168,East of Eden,John Steinbeck,Historical Fiction,English,1952,Viking Press,A modern retelling of the book of Genesis set in the Salinas Valley of California.,601,"classic,family,good vs evil",4.38,USA,True,Nobel Prize,Adult,True,1955.0,978-0140186390
166,169,The Sun Also Rises,Ernest Hemingway,Art/Literature,English,1926,Scribner,American and British expatriates travel from Paris to the Festival of San Fermín in Pamplona.,251,"travel,spain,lost generation",3.84,USA,True,,Adult,True,1957.0,978-0743297332
167,170,For Whom the Bell Tolls,Ernest Hemingway,Adventure,English,1940,Scribner,An American dynamiter in the Spanish Civil War falls in love while fighting for the Republicans.,471,"war,spain,romance,classic",3.97,USA,True,,Adult,True,1943.0,978-0684803357
168,171,As I Lay Dying,William Faulkner,Horror,English,1930,Cape and Smith,The Bundren family embarks on a journey to bury their mother in her hometown.,267,"classic,stream of consciousness,south",3.73,USA,True,Nobel Prize,Adult,True,2013.0,978-0679732259
169,172,The Sound and the Fury,William Faulkner,Horror,English,1929,Cape and Smith,The decline and fall of the aristocratic Compson family.,326,"classic,difficult,tragedy",3.86,USA,True,Nobel Prize,Adult,True,1959.0,978-0679732242
170,174,Native Son,Richard Wright,Art/Literature,English,1940,Harper & Brothers,A young black man living in Chicago's South Side is driven to crime by social conditions.,504,"race,poverty,crime",4.16,USA,True,,Adult,True,1951.0,978-0060837563
171,176,I Know Why the Caged Bird Sings,Maya Angelou,Non-Fiction,English,1969,Random House,The early years of the American poet and civil rights activist.,289,"memoir,race,feminism",4.24,USA,True,National Book Award Nominee,Adult,True,1979.0,978-0345514400
172,177,The Joy Luck Club,Amy Tan,Art/Literature,English,1989,Putnam,Four Chinese American immigrant families in San Francisco start a club playing mahjong.,288,"family,china,mother-daughter",3.93,USA,True,,Adult,True,1993.0,978-0143038092
173,178,Interpreter of Maladies,Jhumpa Lahiri,Short Stories,English,1999,Houghton Mifflin,Nine stories about the lives of Indians and Indian Americans caught between two cultures.,198,"india,culture,short stories",4.15,USA,True,Pulitzer Prize,Adult,False,,978-0395927205
174,179,The White Tiger,Aravind Adiga,Art/Literature,English,2008,Atlantic Books,A dark comedy about a village boy who becomes a successful entrepreneur in modern India.,276,"india,class,satire",3.76,India,True,Booker Prize,Adult,True,2021.0,978-1416562603
175,180,Shantaram,Gregory David Roberts,Adventure,English,2003,Scribe,An Australian bank robber escapes prison and flees to India.,936,"india,crime,travel",4.27,Australia,True,,Adult,True,2022.0,978-0312330538
176,181,The Shadow of the Wind,Carlos Ruiz Zafón,Mystery/Thriller,English,2001,Planeta,A boy in Barcelona finds a book that changes his life and drags him into a dark mystery.,487,"books,barcelona,history,gothic",4.28,Spain,True,Barry Award,Adult,False,,978-0143126393
177,182,Love in the Time of Cholera,Gabriel García Márquez,Romance,English,1985,Knopf,"A story of unrequited love that spans fifty years, nine months, and four days.",348,"love,colombia,classic",3.92,Colombia,True,Nobel Prize,Adult,True,2007.0,978-0307389732
